timestamp,distance
1748852450.5847292,5.5468518518518515
1748852450.791573,3.5937832874196514
1748852451.00661,2.8864945958894657
1748852451.3257787,3.0005040153897666
1748852451.6164374,2.8017251591151586
1748852451.9096448,2.628942133820437
1748852452.2374275,4.828191118918985
1748852452.5122938,6.009906365516013
1748852462.1202683,9.355370370370371
1748852462.3273406,4.077216100397919
1748852462.527522,4.56688794692522
1748852462.8650782,8.724869578996678
1748852463.1021004,6.9425957728462855
1748852478.6411164,7.499074074074074
1748852478.840499,3.780128558310376
1748852479.0558202,3.008489691182083
1748852479.4032755,2.6500616130448527
1748852479.6533363,2.7846064696801434
1748852479.9588895,2.7555177874961814
1748852480.3090785,5.513713872557293
1748852480.5587988,7.504158588431853
1748852480.846844,7.73270352420028
1748852574.0844412,6.554074074074073
1748852574.2864728,3.3967033976124883
1748852574.4806774,2.7460253599356865
1748852574.8231745,3.8891690776641825
1748852575.0723352,3.626326343475635
1748852575.3861363,3.382335858668561
1748852575.7390492,4.590950742972938
1748852575.967183,4.198144868714409
1748852576.2799606,5.239254219263538
1748852576.6208162,7.254350575707479
1748852576.8711755,6.917673323419532
1748852800.9478543,8.95351851851852
1748852801.1423109,3.5888016528925615
1748852801.3493304,2.8187418694730684
1748852801.7251859,2.526508847539179
1748852801.941751,2.4206657027559104
1748852802.2530732,2.538837357220033
1748852802.6138747,5.430150800084471
1748852802.8453515,4.800348287823453
1748852803.1555574,6.022036078213439
1748852803.507603,7.323439187696317
1748852803.7600565,6.963321424655704
1748852804.0531812,8.020627374163018
1748852804.3492863,9.24152092541881
1748852804.7002995,10.477765314879456
1748853121.5703802,6.211670899470899
1748853121.7578518,3.883535882635883
1748853122.0003972,9.81015035225033
1748853122.3352969,11.973741336967075
1748853122.6103048,9.152480920230914
1748853122.9322891,8.449506550287335
1748853123.2501457,9.065127938216571
1748853123.5203934,10.153151491643847
1748853123.8053124,9.531820337091006
1748853570.3422651,12.799728042328043
1748853769.4350162,8.837289417989417
1748853778.077921,7.249977777777777
1748854090.303388,7.292807936507938
1748854090.4916813,3.2898024050024057
1748854090.699532,3.453540912834719
1748854091.0614524,3.469113378737161
1748854091.2930868,3.048760960482391
1748854091.6354916,3.0589322644293238
1748854092.049099,4.3923642214810865
1748854092.21422,6.053959611769166
1748854092.5085933,6.218278480059938
1748854092.9068835,7.848134686859588
1748854093.2719352,9.455985613884167
1748854093.4627938,8.706811205235779
1748854093.7768586,7.9035854137963195
1748854094.1530623,8.343282505403224
1748854094.3701527,7.0588916458845725
1748854094.6692977,7.145610670463299
1748854095.1070862,7.630228304260541
1748854095.2584262,9.301054306132198
1748854104.448497,6.816484656084655
1748854104.8494694,3.3226570947570946
1748854105.1330206,3.9754284159233624
1748854105.337395,5.763026828471007
1748854105.5639892,4.689189436598866
1748854106.2293353,6.273955291057484
1748854106.402158,8.14581377548912
1748854106.8877964,8.60845920955598
1748854107.2638118,8.742196538728534
1748854107.3938165,9.174317663450967
1748854107.6308937,8.674569432778513
1748854108.1758838,8.992501408782028
1748854108.3794508,9.202034616794606
1748854108.589653,9.43135585371722
1748854109.1375551,9.815830852820838
1748854109.5168126,8.84190081420502
1748854109.6121464,8.60138694421076
1748854110.169951,9.129464674946298
1748854110.668331,8.72526327265166
1748854110.7447665,7.39587403873125
1748854111.299583,7.338904502094181
1748854111.5713437,7.0862878101541495
1748854112.042645,8.730402633978002
1748854112.089717,8.000123254198508
1748854112.3805313,7.111038451825751
1748854112.9496384,8.454140988662397
1748854113.457438,8.134910178654263
1748854113.5100014,9.080863963398864
1748854114.0396528,7.87442759948361
1748854114.6597817,7.840908475322767
1748854114.8649397,7.088833615648756
1748854115.0390377,6.552977716117908
1748854115.7118406,6.6378667269549805
1748854116.1051612,7.990683705914828
1748854116.4645493,7.030326456787366
1748854116.579817,6.603514195555524
1748854117.1477892,7.437557886339998
1748854117.5003896,6.8930884558029115
1748854117.899161,6.448946915706849
1748854118.0645928,6.678460085282419
1748854118.324768,6.608204573608896
1748854118.8848252,6.075417297287175
1748854119.4448228,6.441934795667241
1748854119.5650027,5.642330791878101
1748854119.9069216,5.105959127586215
1748854120.3914073,4.637925289660374
1748854120.7414238,4.649229226465528
1748854121.1977265,4.233345285269521
1748854121.7241225,3.819650196046348
1748854121.7716937,4.2884499984138715
1748854122.0664504,4.026488570049894
1748854122.6194305,3.689726834785578
1748854123.063422,4.161928134576178
1748854123.4463978,4.406785893931227
1748854123.474876,4.190983424124519
1748854123.8317301,5.129459596484699
1748854124.4572814,4.81792280945392
1748854124.902671,4.394776977714068
1748854125.2528114,4.345688354657448
1748854125.2937722,4.545747191663977
1748854125.588057,4.037643785074758
1748854126.4860804,4.632608043934662
1748854126.997935,4.47417394837493
1748854127.0278738,4.1117310105513365
1748854127.3127778,3.814508512144532
1748854128.0031173,3.787506809715612
1748854128.4010267,3.428455712322635
1748854128.7338006,3.1948174270009155
1748854128.7839217,3.1370462167329998
1748854129.0655692,3.03034787285729
1748854129.7173505,3.478419356486915
1748854130.1345305,3.3584766492106914
1748854130.573476,3.3253400495272825
1748854130.7967477,3.362427066076853
1748854130.9910018,3.558744933284765
1748854131.5786452,3.3434364228182867
1748854131.8139606,3.4311556991011907
1748854132.2643604,3.2287755645719574
1748854132.6356683,3.1351401341972482
1748854132.8827295,3.3738004671461588
1748854133.0217674,3.894391167367721
1748854133.7378058,4.107615156116399
1748854134.1745129,3.7115383682793626
1748854134.4986598,3.6944880491208445
1748854135.0942552,3.504076047762284
1748854135.340575,3.5074924784214674
1748854135.5757563,3.4198929245361156
1748854136.2707605,3.267527461322014
1748854136.6605468,3.090864402920045
1748854137.1374948,3.187306231330745
1748854137.572617,3.097032709932321
1748854137.7493906,3.297629025088714
1748854137.9290986,3.088987981975733
1748854138.687527,3.0933957824059832
1748854139.1180186,3.0224235042316647
1748854139.4583333,2.9643477980943267
1748854139.8239594,2.9186659633431864
1748854140.1303551,3.04227933152111
1748854140.2191436,3.351946322359745
1748854140.8491569,3.912729438840177
1748854141.2687972,3.576785297103888
1748854141.7284195,3.3633198249846976
1748854142.134759,3.3107846430565413
1748854142.2618525,3.91017057158809
1748854142.5592146,4.754514393778409
1748854143.0192404,4.629065483276696
1748854143.4146314,4.3059895294784996
1748854143.9443135,4.169789401360577
1748854144.3620162,4.2830269708239115
1748854144.4226427,4.16699395761151
1748854145.1291356,3.982017811591853
1748854145.559375,3.7187848312840646
1748854145.9393055,4.169859505238892
1748854146.299427,3.7647083449318544
1748854146.4442496,3.5981504854692927
1748854146.639964,3.515002504777551
1748854147.2854884,3.669124331864369
1748854148.0109904,3.6016329046449345
1748854148.2215571,3.5341417734513976
1748854148.7571232,3.291177016644716
1748854148.8522809,3.2990154757496355
